DepartmentFamily,Entity,Date,Expense Type,Expense Area,Supplier ,Payment Number,Invoice Distribution Amount,Invoice Description,Supplier Post Code,ExpenditureType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-19,EXP - PURCHASE OF GOODS/SERVICES - TAXI SERVICES,Operational Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710440,24.92,TRAVEL EXPENSES WEEK 32  -  UK,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-27,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,East 2,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710505,23.65,TRAVEL EXPENSES WEEK 33  -  UK,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,Chief Executive & Private Office,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710505,23.15,TRAVEL EXPENSES WEEK 33  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-06,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Wales and West 1 (Wales),CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710316,22.3,TRAVEL EXPENSES WEEK 30  -  UK,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Incident Handling and Engagement,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710376,22,TRAVEL EXPENSES WEEK 31  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-27,EXP - PURCHASE OF GOODS/SERVICES - TAXI SERVICES,Legal Branch A & Investigations,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710505,21.15,TRAVEL EXPENSES WEEK 33  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Wales and West 3 ,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710376,20.8,TRAVEL EXPENSES WEEK 31  -  UK,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Wales and West 1 (Wales),CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710376,19.4,TRAVEL EXPENSES WEEK 31  -  UK,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,SCIENTIFIC METHODS AND LABORATORY POLICY,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710316,18.6,TRAVEL EXPENSES WEEK 30  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,IT Information & Knowledge Management,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710505,16.2,TRAVEL EXPENSES WEEK 33  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-27,EXP - PURCHASE OF GOODS/SERVICES - TAXI SERVICES,Imports & Exports Team (Admin),CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710505,16.07,TRAVEL EXPENSES WEEK 33  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Wales and West 1 (England),CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710440,15.4,TRAVEL EXPENSES WEEK 32  -  UK,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Non Meat Field Ops,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710376,14.7,TRAVEL EXPENSES WEEK 31  -  UK,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-19,EXP - PURCHASE OF GOODS/SERVICES - TAXI SERVICES,Regulatory Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710440,14.28,TRAVEL EXPENSES WEEK 32  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,NFCU Phase 2,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710505,14.1,TRAVEL EXPENSES WEEK 33  -  UK,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Resilience - Admin,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710440,13.7,TRAVEL EXPENSES WEEK 32  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,Regulatory Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710440,13.6,TRAVEL EXPENSES WEEK 32  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-19,EXP - PURCHASE OF GOODS/SERVICES - TAXI SERVICES,Operations Assurance ,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710440,13.43,TRAVEL EXPENSES WEEK 32  -  UK,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,East 4,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710376,13.2,TRAVEL EXPENSES WEEK 31  -  UK,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-27,EXP - PURCHASE OF GOODS/SERVICES - TAXI SERVICES,Chair & Deputy Chair,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710505,12.72,TRAVEL EXPENSES WEEK 33  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chief Executive & Private Office,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710440,11.8,TRAVEL EXPENSES WEEK 32  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-19,EXP - PURCHASE OF GOODS/SERVICES - TAXI SERVICES,IT Information & Knowledge Management,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710440,10.62,TRAVEL EXPENSES WEEK 32  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-27,EXP - PURCHASE OF GOODS/SERVICES - TAXI SERVICES,Regulatory Delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710505,10.07,TRAVEL EXPENSES WEEK 33  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-27,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Wales and West 3 ,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710505,9,TRAVEL EXPENSES WEEK 33  -  UK,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-27,EXP - PURCHASE OF GOODS/SERVICES - TAXI SERVICES,Chief Executive & Private Office,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710505,8.84,TRAVEL EXPENSES WEEK 33  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-13,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,IT Information & Knowledge Management,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710376,6.4,TRAVEL EXPENSES WEEK 31  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-06,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Regulatory & International,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710316,1.2,TRAVEL EXPENSES WEEK 30  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-06,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Resilience - Admin,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710316,0.6,TRAVEL EXPENSES WEEK 30  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,Food Incidents & Resilience - Prog,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710505,-6.65,TRAVEL EXPENSES WEEK 33  -  UK,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-06,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Wales and West 2 (England),CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710316,-7.4,TRAVEL EXPENSES WEEK 30  -  UK,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Analytics Unit,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710376,-8.6,TRAVEL EXPENSES WEEK 31  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Digital,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710376,-9.45,TRAVEL EXPENSES WEEK 31  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,"Novel Foods, GM, Radiological and Feed Additives",CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710440,-17.2,TRAVEL EXPENSES WEEK 32  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Crime Unit - Admin,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710376,-39.25,TRAVEL EXPENSES WEEK 31  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-06,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Wales and West 2 (England),CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710316,-47.25,TRAVEL EXPENSES WEEK 30  -  UK,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-06,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulating our Future,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710316,-49.35,TRAVEL EXPENSES WEEK 30  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-06,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,"Novel Foods, GM, Radiological and Feed Additives",CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710316,-55.15,TRAVEL EXPENSES WEEK 30  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-27,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Programme and project delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710505,-75.75,TRAVEL EXPENSES WEEK 33  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-06,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,FINANCE,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710316,-84,TRAVEL EXPENSES WEEK 30  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulating our Future,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710376,-93,TRAVEL EXPENSES WEEK 31  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,COMMS,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710440,-104,TRAVEL EXPENSES WEEK 32  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Programme and project delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710440,-104.5,TRAVEL EXPENSES WEEK 32  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Organisational Development,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710376,-166.6,TRAVEL EXPENSES WEEK 31  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-06,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Organisational Development,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710316,-175,TRAVEL EXPENSES WEEK 30  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Programme and project delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710376,-207.65,TRAVEL EXPENSES WEEK 31  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-06,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Programme and project delivery,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710316,-235.25,TRAVEL EXPENSES WEEK 30  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-06,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,"Animal Feed, Foodborne Disease and Allergy (AFFDA)",CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710316,-272.48,TRAVEL EXPENSES WEEK 30  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-27,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,"Animal Feed, Foodborne Disease and Allergy (AFFDA)",CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710505,-363,TRAVEL EXPENSES WEEK 33  -  UK,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-06,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710316,-501.42,TRAVEL EXPENSES WEEK 30  -  UK,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-08-06,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Internal Audit,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1011710316,-645,TRAVEL EXPENSES WEEK 30  -  UK,BD1 5HQ,ADMIN
